,cation_exchange_capacity,crop_name,humidity,nitrogen,phosphorus,potassium,rainfall,soil_moisture,soil_ph,temperature,test
1671,31,orange,91.81668769,18.0,12.0,8.0,119.3916718,5.5,6.206053072,12.59093977,test 1
1672,32,orange,93.68394562,20.0,20.0,10.0,106.060149,5.5,6.976997772,11.86631922,test 1
1673,33,orange,92.22706805,5.0,8.0,5.0,112.7715925,5.5,6.562594972,11.03367937,test 1
1674,36,orange,94.96419851,20.0,8.0,12.0,117.9733424,5.5,7.260416405,25.2990432,test 1
1675,39,orange,90.15406807,25.0,21.0,11.0,104.7052254,5.5,6.460044778,32.23797837,test 1
1676,7,orange,94.35815354,14.0,19.0,14.0,108.0638166,5.5,6.699164936,17.68408797,test 1
1677,6,orange,90.19147747,37.0,18.0,12.0,106.6955204,5.5,7.401121811,10.2708877,test 1
1678,44,orange,94.78797376,26.0,15.0,6.0,108.0054343,5.5,6.912033409,17.22034507,test 1
1679,42,orange,90.50096668,13.0,22.0,5.0,100.1737964,5.0,7.764040111,19.667056,test 1
1680,43,orange,93.75652041,32.0,25.0,9.0,101.1456947,5.5,7.796034006,10.35609594,test 1
1681,44,orange,91.71369387,19.0,7.0,9.0,101.139435,5.5,6.969883483,27.255435,test 1
1682,42,orange,92.13229786,28.0,7.0,9.0,115.5650287,6.5,6.730757538,34.5917846,test 1
1683,33,orange,94.51768464,24.0,30.0,11.0,113.25373,5.0,6.601395755,32.39523995,test 1
1684,32,orange,91.22320999,7.0,17.0,10.0,106.362551,4.0,6.465913274,10.16431299,test 1
1685,35,orange,93.43949693,18.0,23.0,8.0,101.4819888,5.5,6.41354791,21.49118657,test 1
1686,31,orange,94.76759975,7.0,20.0,12.0,110.0447896,5.5,6.475275337,16.53460397,test 1
1687,30,orange,90.12220323,20.0,23.0,11.0,109.9455062,6.5,6.407715561,31.8520694,test 1
1688,25,orange,90.00621688,18.0,14.0,11.0,117.1311498,4.0,6.550814117,28.04799508,test 1
1689,27,orange,94.59551226,34.0,11.0,10.0,115.1989301,6.0,7.36220835,31.75048899,test 1
1690,28,orange,93.27189064,20.0,29.0,10.0,100.7896871,5.0,7.36549204,29.07412717,test 1
1691,31,orange,90.71037456,37.0,24.0,13.0,108.0230792,5.5,7.8546243,19.14381903,test 1
1692,32,orange,91.4448027,12.0,8.0,10.0,107.4287664,5.5,7.995848977,16.14820285,test 1
1693,33,orange,92.05811721,34.0,10.0,14.0,116.8020848,5.5,6.725600855,34.05296914,test 1
1694,36,orange,90.56151463,6.0,13.0,9.0,118.3271968,5.5,7.786725333,34.51423957,test 1
1695,39,orange,90.54608254,27.0,30.0,5.0,113.328978,5.5,7.656978112,32.71748548,test 1
1696,7,orange,92.54736032,13.0,8.0,12.0,114.3117197,5.5,7.105904818,25.16296632,test 1
1697,6,orange,94.47316879,6.0,7.0,7.0,113.9995146,5.5,7.199106204,27.68167318,test 1
1698,44,orange,90.9492967,40.0,17.0,15.0,107.0862095,5.5,7.871063004,21.35093384,test 1
1699,42,orange,93.25638873,31.0,26.0,9.0,103.2005992,5.5,7.566165721,11.69894639,test 1
1700,43,papaya,91.49725058,61.0,68.0,50.0,243.0745066,5.5,6.793245417,35.21462816,test 1
1701,44,papaya,90.79028064,58.0,46.0,45.0,88.46607497,5.0,6.576261427,42.39413392,test 1
1702,42,papaya,91.14220381,45.0,47.0,55.0,119.2653877,5.5,6.751452932,38.4191628,test 1
1703,33,papaya,92.11508608,39.0,65.0,53.0,235.6133585,5.5,6.560743093,35.33294932,test 1
1704,32,papaya,90.07600528,31.0,68.0,45.0,196.2408242,6.5,6.938313356,42.92325255,test 1
1705,35,papaya,92.85470152,70.0,68.0,45.0,203.4044028,5.0,6.991626158,33.83508569,test 1
1706,31,papaya,92.76437927,68.0,62.0,50.0,197.5282582,4.0,6.977700268,33.20258348,test 1
1707,30,papaya,93.71043692,34.0,65.0,47.0,191.7760562,5.5,6.833768535,23.48546973,test 1
1708,25,papaya,90.81781439,38.0,68.0,54.0,202.0572747,5.5,6.739170045,29.33710543,test 1
1709,27,papaya,94.50766912,69.0,64.0,47.0,186.6762324,6.5,6.993473247,40.21199348,test 1
1710,28,papaya,91.70445386,58.0,51.0,47.0,197.402901,4.0,6.757470637,42.13473976,test 1
1711,31,papaya,91.4618874,59.0,47.0,53.0,47.271547,6.0,6.850663232,32.86316618,test 1
1712,32,papaya,91.38048469,44.0,64.0,54.0,232.7046126,5.0,6.74274935,29.80744318,test 1
1713,33,papaya,93.0484859,56.0,57.0,48.0,63.62250788,5.5,6.506120752,31.56213762,test 1
1714,36,papaya,93.06134398,69.0,60.0,54.0,141.1736926,5.5,6.98992719,36.32268069,test 1
1715,39,papaya,94.60761797,56.0,58.0,49.0,172.4788062,5.5,6.69215564,37.13165026,test 1
1716,7,papaya,93.63739039,49.0,55.0,53.0,77.71566883,5.5,6.544029776,38.4418717,test 1
1717,6,papaya,90.78931681,38.0,51.0,52.0,78.85085502,5.5,6.927803911,32.66160599,test 1
1718,44,papaya,91.55594211,54.0,65.0,47.0,149.9107557,5.5,6.721835879,27.92765919,test 1
1719,42,papaya,91.48815629,57.0,57.0,51.0,105.8841531,5.5,6.99223441,39.01793345,test 1
1720,43,papaya,94.65904123,39.0,52.0,53.0,51.07048113,5.5,6.704204398,32.51247398,test 1
1721,44,papaya,91.72514851,58.0,67.0,45.0,62.62377075,5.5,6.702424548,38.72382798,test 1
1722,42,papaya,92.83405443,61.0,64.0,52.0,110.562229,5.5,6.641098708,43.30204933,test 1
1723,33,papaya,90.72526502,34.0,62.0,55.0,238.5008779,5.0,6.585346229,27.58548913,test 1
1724,32,papaya,92.90951393,31.0,48.0,45.0,132.7923586,5.5,6.563134737,40.78881819,test 1
1725,35,papaya,91.40301608,47.0,46.0,52.0,206.3999208,5.5,6.502289473,23.19451074,test 1
1726,31,papaya,92.61715632,32.0,68.0,52.0,248.8592986,6.5,6.800321319,32.68067385,test 1
1727,30,papaya,93.61082872,36.0,59.0,46.0,127.2509777,5.0,6.721130543,34.28879307,test 1
1728,25,papaya,94.16193416,61.0,51.0,51.0,120.9512466,4.0,6.574677594,39.30050027,test 1
1729,27,papaya,91.12220596,70.0,54.0,46.0,122.7628653,5.5,6.919342407,39.73149053,test 1
1730,28,papaya,91.25589286,44.0,56.0,49.0,64.4478499,5.5,6.519779583,39.23342464,test 1
1731,31,papaya,94.17756725,34.0,68.0,51.0,40.35153141,6.5,6.687088098,27.34734861,test 1
1732,32,papaya,92.09278584,50.0,59.0,47.0,209.8678411,4.0,6.747975732,40.76998685,test 1
1733,33,papaya,90.79668055,39.0,70.0,52.0,59.49373381,6.0,6.65149129,26.26559543,test 1
1734,36,papaya,93.3210737,34.0,61.0,49.0,117.8201907,5.0,6.502675132,28.12971499,test 1
1735,39,papaya,90.55561637,44.0,60.0,55.0,98.54047745,5.5,6.825371185,34.2804607,test 1
1736,7,papaya,93.00754254,31.0,62.0,52.0,182.026807,5.5,6.99104104,33.7960155,test 1
1737,6,papaya,90.87394933,65.0,62.0,51.0,207.0735119,5.5,6.511624841,31.53243779,test 1
1738,44,papaya,90.51431779,44.0,57.0,53.0,74.876786,5.5,6.93172108,42.30495821,test 1
1739,42,papaya,90.61964344,50.0,47.0,48.0,218.2299187,5.5,6.712772333,24.63676897,test 1
1740,43,papaya,91.37059792,43.0,50.0,48.0,179.2720807,5.5,6.63016515,28.28222883,test 1
1741,44,papaya,92.98254537,60.0,46.0,53.0,183.49095,5.5,6.761953186,24.48620746,test 1
1742,42,papaya,94.63548176,70.0,68.0,55.0,78.8099639,5.5,6.691202286,42.84609252,test 1
1743,33,papaya,93.10887229,59.0,62.0,52.0,103.8235658,5.5,6.608667684,43.67549305,test 1
1744,32,papaya,92.92203105,60.0,58.0,51.0,165.7412972,5.5,6.840802254,42.07213781,test 1
1745,35,papaya,92.12746225,42.0,60.0,47.0,136.8277041,5.0,6.834808348,33.46873719,test 1
1746,31,papaya,91.66232213,35.0,66.0,47.0,48.83810592,5.5,6.953439161,31.7018373,test 1
1747,30,papaya,90.03863107,34.0,65.0,48.0,199.3096432,5.5,6.665024508,41.41968393,test 1
1748,25,papaya,94.94482086,36.0,54.0,46.0,214.4103848,6.5,6.662875839,42.54744013,test 1
1749,27,papaya,94.63676767,39.0,64.0,52.0,63.68794608,5.0,6.678695788,28.91842453,test 1
1750,28,papaya,93.90305729,37.0,52.0,47.0,211.8529059,4.0,6.54277684,43.08022702,test 1
1751,31,papaya,93.96834049,33.0,47.0,46.0,209.4083305,5.5,6.839443833,29.20300896,test 1
1752,32,papaya,91.37258067,34.0,48.0,48.0,181.527598,5.5,6.805277038,41.04224355,test 1
1753,33,papaya,93.18240298,49.0,54.0,50.0,97.26336657,6.5,6.762522087,25.62446619,test 1
1754,36,papaya,91.06138506,40.0,65.0,49.0,163.9069365,4.0,6.678449318,35.32876402,test 1
1755,39,papaya,92.27749066,68.0,52.0,49.0,63.35298768,6.0,6.577192175,24.42561272,test 1
1756,7,papaya,90.21646909,50.0,46.0,52.0,54.01872359,5.0,6.734005648,31.18298415,test 1
1757,6,papaya,91.3256535,65.0,63.0,50.0,79.27201575,5.5,6.524459342,31.88342554,test 1
1758,44,papaya,91.1756748,40.0,49.0,47.0,246.3613268,5.5,6.501521192,42.93368602,test 1
1759,42,papaya,94.31994776,42.0,53.0,48.0,231.5153161,5.5,6.758479569,23.11407669,test 1
1760,43,papaya,93.90560147,49.0,55.0,51.0,135.1694525,5.5,6.676578778,24.87212063,test 1
1761,44,papaya,93.35191636,59.0,62.0,49.0,114.778071,5.5,6.941496806,43.36051537,test 1
1762,42,papaya,90.75379971,63.0,58.0,47.0,144.6656444,5.5,6.864143752,26.83054058,test 1
1763,33,papaya,93.12659793,70.0,65.0,52.0,75.95295,5.5,6.583528529,30.42012134,test 1
1764,32,papaya,93.22642604,63.0,50.0,52.0,115.8163936,5.5,6.751747609,28.64555584,test 1
1765,35,papaya,93.47888842,40.0,64.0,47.0,71.73759526,5.5,6.893509446,32.50037548,test 1
1766,31,papaya,94.6428898,63.0,58.0,50.0,41.5856585,5.5,6.720744449,43.03714283,test 1
1767,30,papaya,90.34546355,45.0,58.0,49.0,75.24521981,5.0,6.827812549,30.10773379,test 1
1768,25,papaya,93.61055571,66.0,69.0,47.0,87.53393983,5.5,6.912299695,23.69212243,test 1
1769,27,papaya,93.30641944,54.0,67.0,52.0,141.3381168,5.5,6.586107335,35.67667332,test 1
1770,28,papaya,94.43877142,69.0,67.0,52.0,82.83061083,6.5,6.827305908,27.71948962,test 1
1771,31,papaya,92.38282957,67.0,68.0,49.0,149.8488208,5.0,6.821774589,35.26824831,test 1
1772,32,papaya,90.78821158,45.0,57.0,47.0,161.6892093,4.0,6.656458831,23.16855863,test 1
1773,33,papaya,92.25197542,56.0,50.0,52.0,88.1300769,5.5,6.770384816,33.08706051,test 1
1774,36,papaya,90.44967809,70.0,50.0,53.0,172.3458448,5.5,6.933809743,37.4620912,test 1
1775,39,papaya,94.73613484,44.0,47.0,45.0,218.142147,6.5,6.579441304,38.73218907,test 1
1776,7,papaya,92.74889453,50.0,60.0,47.0,93.7942847,4.0,6.92791761,32.57720726,test 1
1777,6,papaya,93.10378595,52.0,51.0,53.0,210.2735346,6.0,6.985804083,38.38231475,test 1
1778,44,papaya,90.09448142,35.0,68.0,45.0,234.8466111,5.0,6.612429546,42.93605359,test 1
1779,42,papaya,92.74501561,68.0,69.0,52.0,52.95477913,5.5,6.813383387,25.65492304,test 1
1780,43,papaya,91.99740365,32.0,55.0,52.0,159.6577388,5.5,6.9677596,37.58899717,test 1
1781,44,papaya,93.15642801,32.0,55.0,51.0,62.68710535,5.5,6.57398033,29.60718808,test 1
1782,42,papaya,93.02871078,48.0,62.0,47.0,174.4012337,5.5,6.803094965,25.34756111,test 1
1783,33,papaya,93.02357765,39.0,69.0,53.0,241.8202079,5.5,6.964955435,25.9300384,test 1
1784,32,papaya,94.57377401,49.0,61.0,45.0,240.4795923,5.5,6.764213299,32.76795887,test 1
1785,35,papaya,90.20396783,48.0,57.0,54.0,126.8069869,5.5,6.617703178,29.02328049,test 1
1786,31,papaya,90.17015833,69.0,66.0,49.0,92.11877372,5.5,6.52711001,40.00439101,test 1
1787,30,papaya,91.25271223,53.0,55.0,55.0,234.496633,5.5,6.709668804,33.32315744,test 1
1788,25,papaya,94.94021378,38.0,61.0,52.0,46.44279118,5.5,6.620729882,31.22790131,test 1
1789,27,papaya,92.9585411,57.0,64.0,55.0,62.50689682,5.0,6.583760499,26.68386496,test 1
1790,28,papaya,90.14732171,51.0,57.0,55.0,108.4103158,5.5,6.676407337,24.70528368,test 1
1791,31,papaya,93.97379963,56.0,65.0,45.0,218.0908814,5.5,6.751298936,38.2016825,test 1
1792,32,papaya,93.79503425,54.0,66.0,52.0,104.4218596,6.5,6.867554147,36.56769731,test 1
1793,33,papaya,93.69111672,58.0,55.0,47.0,240.6863901,5.0,6.742490027,26.05375792,test 1
1794,36,papaya,92.76039164,68.0,70.0,54.0,54.77830202,4.0,6.986228647,31.29986342,test 1
1795,39,papaya,94.35110201,42.0,59.0,55.0,149.1199989,5.5,6.979102243,40.10207731,test 1
1796,7,papaya,91.58076549,43.0,64.0,47.0,102.2708231,5.5,6.825664782,38.58954491,test 1
1797,6,papaya,91.1508798,35.0,67.0,49.0,239.7427554,6.5,6.617066674,41.31330062,test 1
1798,44,papaya,91.79430166,56.0,59.0,55.0,188.5181422,4.0,6.551892638,37.03551903,test 1
1799,42,papaya,91.07355541,39.0,64.0,53.0,208.3357976,6.0,6.598860305,23.0124018,test 1
1800,43,coconut,92.86056895,18.0,30.0,29.0,224.5903664,5.0,6.420018717,26.7627493,test 1
1801,44,coconut,94.3138837,37.0,23.0,28.0,224.3206759,5.5,5.740054567,25.61294367,test 1
1802,42,coconut,95.64807631,13.0,28.0,33.0,151.0761899,5.5,5.686972967,28.130115,test 1
1803,33,coconut,91.53720922,2.0,21.0,35.0,179.8248944,5.5,6.293662363,25.02887163,test 1
1804,32,coconut,99.64573002,10.0,18.0,35.0,181.6942283,5.5,6.381975465,27.79797651,test 1
1805,35,coconut,95.11294697,7.0,11.0,32.0,184.7624496,5.5,5.542169139,29.25902906,test 1
1806,31,coconut,93.69979946,39.0,5.0,31.0,150.9502632,5.5,5.551963184,27.10134661,test 1
1807,30,coconut,90.92669463,34.0,6.0,27.0,147.8888994,5.5,5.860740481,25.84726298,test 1
1808,25,coconut,90.98617591,31.0,30.0,29.0,178.8116076,5.5,5.558807063,26.58580443,test 1
1809,27,coconut,99.18843684,25.0,7.0,35.0,189.6711349,5.5,5.55771171,28.38503882,test 1
1810,28,coconut,91.81320717,16.0,18.0,26.0,145.5414413,5.5,5.568365926,28.43647052,test 1
1811,31,coconut,96.93649473,26.0,10.0,33.0,198.8234862,5.0,6.07071786,28.27298134,test 1
1812,32,coconut,96.46168931,27.0,8.0,32.0,144.3331315,5.5,5.627860549,27.00648436,test 1
1813,33,coconut,99.34854917,37.0,18.0,30.0,157.9171537,5.5,6.38488418,27.63551259,test 1
1814,36,coconut,99.65809151,19.0,15.0,34.0,215.9195049,6.5,5.685889066,26.29644905,test 1
1815,39,coconut,95.23797989,0.0,19.0,33.0,204.7206567,5.0,6.234458417,27.1326009,test 1
1816,7,coconut,97.61361544,31.0,20.0,26.0,199.7936345,4.0,6.443168642,25.56567803,test 1
1817,6,coconut,93.40548703,9.0,17.0,32.0,172.0540491,5.5,5.842317989,25.94951662,test 1
1818,44,coconut,95.01630593,22.0,11.0,29.0,218.0055713,5.5,5.955742971,28.03380598,test 1
1819,42,coconut,91.30924833,31.0,6.0,26.0,157.2388553,6.5,5.741367375,29.12859129,test 1
1820,43,coconut,97.00155491,34.0,6.0,30.0,171.7575545,4.0,5.948342571,27.0828252,test 1
1821,44,coconut,90.01734526,24.0,6.0,32.0,172.4813641,6.0,6.387067562,28.11321494,test 1
1822,42,coconut,94.18955816,1.0,8.0,26.0,156.6732553,5.0,5.562911913,27.5136304,test 1
1823,33,coconut,95.48763389,31.0,13.0,33.0,205.5463111,5.5,5.85971872,27.63834933,test 1
1824,32,coconut,94.01014388,10.0,9.0,28.0,150.0500312,5.5,6.282955073,29.01256899,test 1
1825,35,coconut,95.78923137,36.0,27.0,26.0,171.6262299,5.5,6.25449571,26.58413917,test 1
1826,31,coconut,97.00396405,38.0,24.0,33.0,142.9403233,5.5,5.973853124,28.28905147,test 1
1827,30,coconut,96.65248672,11.0,6.0,25.0,178.9635457,5.5,6.081568052,28.69164799,test 1
1828,25,coconut,96.30484325,16.0,14.0,30.0,209.8453993,5.5,6.37466756,29.70931288,test 1
1829,27,coconut,96.66355213,33.0,14.0,35.0,149.2433497,5.5,6.027707171,27.14865285,test 1
1830,28,coconut,91.95614918,16.0,6.0,29.0,132.1491176,5.5,5.868285082,29.28725038,test 1
1831,31,coconut,93.31410447,32.0,11.0,31.0,134.8419069,5.5,6.205931638,25.06871967,test 1
1832,32,coconut,91.20106019,38.0,14.0,30.0,194.9022136,5.5,5.570745386,26.92449525,test 1
1833,33,coconut,93.64761266,8.0,6.0,33.0,171.9457959,5.0,6.095261013,28.27804288,test 1
1834,36,coconut,92.73041222,23.0,6.0,33.0,204.9603677,5.5,6.025789594,29.18032562,test 1
1835,39,coconut,91.64509299,29.0,25.0,35.0,160.7306991,5.5,5.542873799,28.3575072,test 1
1836,7,coconut,93.27565685,24.0,14.0,33.0,218.5241851,6.5,6.366219551,29.38072512,test 1
1837,6,coconut,98.08951196,32.0,12.0,30.0,218.080385,5.0,5.579845008,25.39241091,test 1
1838,44,coconut,98.62048026,30.0,25.0,31.0,208.1181381,4.0,5.804965067,26.31270635,test 1
1839,42,coconut,91.91185319,14.0,21.0,35.0,194.3100272,5.5,6.121005506,29.52501367,test 1
1840,43,coconut,92.17170353,27.0,22.0,29.0,145.4172387,5.5,6.000248647,28.83214859,test 1
1841,44,coconut,97.76865458,40.0,5.0,29.0,160.389421,6.5,5.820978791,28.48444906,test 1
1842,42,coconut,93.39676499,17.0,11.0,32.0,156.7650823,4.0,5.620733794,28.74013335,test 1
1843,33,coconut,95.59224018,30.0,30.0,35.0,165.8092179,6.0,6.001936419,25.00872392,test 1
1844,32,coconut,91.14723422,28.0,10.0,30.0,192.7678575,5.0,6.305740522,29.8690834,test 1
1845,35,coconut,94.59086121,39.0,7.0,29.0,150.2012138,5.5,6.362544111,27.54273211,test 1
1846,31,coconut,98.38227669,32.0,20.0,35.0,144.6261698,5.5,5.588655387,26.52166434,test 1
1847,30,coconut,95.89739958,7.0,15.0,32.0,174.796583,5.5,6.182232762,25.03512351,test 1
1848,25,coconut,95.66997327,29.0,17.0,29.0,211.2506267,5.5,5.959493188,29.20394909,test 1
1849,27,coconut,91.10510371,34.0,15.0,34.0,224.7006953,5.5,5.677282678,27.05826457,test 1
1850,28,coconut,96.96637916,14.0,23.0,25.0,135.4186222,5.5,5.612122797,26.18552389,test 1
1851,31,coconut,92.48519606,18.0,19.0,29.0,162.8432736,5.5,6.206077742,27.59376845,test 1
1852,32,coconut,94.65830608,7.0,21.0,35.0,131.2451414,5.5,5.764812076,25.76011662,test 1
1853,33,coconut,95.11320315,24.0,27.0,34.0,145.0583117,5.5,6.203376525,28.87862994,test 1
1854,36,coconut,94.48414544,39.0,29.0,29.0,199.8778403,5.5,6.143662699,26.50908611,test 1
1855,39,coconut,91.72546257,29.0,8.0,28.0,214.4128874,5.0,6.100429497,26.87037587,test 1
1856,7,coconut,94.90485697,10.0,24.0,27.0,145.9298935,5.5,5.708409601,27.57283516,test 1
1857,6,coconut,98.3670985,0.0,29.0,32.0,171.6516396,5.5,5.868255858,28.05912437,test 1
1858,44,coconut,92.56492864,32.0,11.0,31.0,131.2116167,6.5,6.461225827,29.51611558,test 1
1859,42,coconut,95.16333673,37.0,10.0,32.0,222.803013,5.0,6.165084855,28.96318258,test 1
1860,43,coconut,92.36099489,20.0,29.0,27.0,157.7592626,4.0,6.047044342,25.09897688,test 1
1861,44,coconut,92.19906776,31.0,29.0,35.0,141.3220576,5.5,6.137102505,27.1872282,test 1
1862,42,coconut,90.79093862,17.0,30.0,27.0,205.5720367,5.5,5.894027065,29.03065024,test 1
1863,33,coconut,95.94643831,1.0,12.0,30.0,131.0900076,6.5,5.56222383,27.754298,test 1
1864,32,coconut,99.96906006,6.0,13.0,29.0,201.8258633,4.0,5.832608028,27.31155708,test 1
1865,35,coconut,99.64328526,15.0,28.0,32.0,224.4016682,6.0,6.218571874,28.84270971,test 1
1866,31,coconut,96.97300803,27.0,24.0,29.0,191.006688,5.0,6.142010637,26.61423461,test 1
1867,30,coconut,95.65754365,3.0,23.0,30.0,215.1968037,5.5,6.078807239,29.70143197,test 1
1868,25,coconut,91.64194826,8.0,26.0,26.0,212.867626,5.5,5.702484758,25.54759871,test 1
1869,27,coconut,91.49882979,20.0,28.0,26.0,167.0470997,5.5,5.547594847,26.37978453,test 1
1870,28,coconut,92.90736493,26.0,18.0,27.0,142.1430003,5.5,5.836075368,27.45907759,test 1
1871,31,coconut,95.71935435,1.0,6.0,35.0,147.1682459,5.5,6.231662767,27.02269204,test 1
1872,32,coconut,90.73966792,27.0,30.0,31.0,148.8398374,5.5,5.718120393,28.98545306,test 1
1873,33,coconut,91.52421214,23.0,7.0,34.0,134.1279669,5.5,5.852038202,26.1055118,test 1
1874,36,coconut,95.02156793,0.0,26.0,31.0,192.9036306,5.5,5.547933273,25.0707247,test 1
1875,39,coconut,96.92786777,38.0,6.0,25.0,191.2996157,5.5,6.156259104,25.54963273,test 1
1876,7,coconut,95.67906668,25.0,12.0,26.0,134.8370348,5.5,6.436314406,28.56973521,test 1
1877,6,coconut,96.7036223,40.0,5.0,32.0,143.533473,5.0,5.981169595,26.07010807,test 1
1878,44,coconut,94.38420565,0.0,19.0,31.0,178.7297725,5.5,6.271952833,25.51791333,test 1
1879,42,coconut,94.73860514,26.0,9.0,32.0,144.1571109,5.5,6.470465614,25.9490364,test 1
1880,43,coconut,95.41122824,35.0,30.0,34.0,182.4482352,6.5,6.141502001,28.2974764,test 1
1881,44,coconut,91.40896307,19.0,30.0,30.0,224.8315729,5.0,5.826381164,29.56549169,test 1
1882,42,coconut,95.21224392,31.0,13.0,33.0,148.3003692,4.0,6.342463714,29.69952329,test 1
1883,33,coconut,93.28415295,17.0,29.0,26.0,195.4115025,5.5,6.071897347,26.14162144,test 1
1884,32,coconut,94.79998418,2.0,30.0,30.0,209.540094,5.5,6.331051715,26.00175125,test 1
1885,35,coconut,91.48889469,30.0,13.0,25.0,164.9182225,6.5,6.413184638,27.15116142,test 1
1886,31,coconut,98.09861043,8.0,15.0,33.0,213.9011021,4.0,5.50158009,28.97318719,test 1
1887,30,coconut,96.38580769,18.0,12.0,35.0,131.3387935,6.0,6.338720873,26.13958446,test 1
1888,25,coconut,94.33465411,8.0,28.0,30.0,135.1272491,5.0,6.015672239,25.51618488,test 1
1889,27,coconut,99.98187601,40.0,22.0,29.0,174.6256481,5.5,5.735364307,27.55821802,test 1
1890,28,coconut,97.48410555,27.0,10.0,33.0,154.0621221,5.5,6.465906333,27.81132822,test 1
1891,31,coconut,99.7240104,21.0,20.0,31.0,165.8248732,5.5,5.855457599,25.60033702,test 1
1892,32,coconut,99.84671638,3.0,9.0,35.0,225.6323656,5.5,6.318552973,26.91641934,test 1
1893,33,coconut,90.27214288,22.0,16.0,27.0,188.9252083,5.5,6.006784979,29.1797902,test 1
1894,36,coconut,98.29937782,27.0,8.0,30.0,221.2258168,5.5,6.008386283,26.44600063,test 1
1895,39,coconut,95.8840407,22.0,8.0,33.0,203.9283708,5.5,5.665785202,28.43572863,test 1
1896,7,coconut,93.00109012,28.0,27.0,32.0,191.7723087,5.5,5.764615485,28.94099669,test 1
1897,6,coconut,93.45042636,23.0,21.0,26.0,149.2220255,5.5,5.901495544,26.45488737,test 1
1898,44,coconut,93.84150618,37.0,5.0,34.0,152.4238712,5.5,5.779032666,25.79490531,test 1
1899,42,coconut,98.80313612,19.0,26.0,29.0,166.5712879,5.0,5.67154928,26.93141945,test 1
1900,43,cotton,79.19732001,133.0,47.0,24.0,90.8022356,5.5,7.231324765,24.40228894,test 1
1901,44,cotton,84.86275707,136.0,36.0,20.0,71.29581071,5.5,6.925412377,23.09595631,test 1
1902,42,cotton,76.97696717,104.0,47.0,18.0,90.75616738,6.5,7.633437412,23.9656349,test 1
1903,33,cotton,75.62137159,133.0,47.0,23.0,89.76050416,5.0,6.827354668,24.88738107,test 1
1904,32,cotton,83.63276077,126.0,38.0,23.0,88.43618918,4.0,6.176716425,25.36243778,test 1
1905,35,cotton,81.7358876,126.0,50.0,19.0,78.58494391,5.5,6.628722836,24.69457084,test 1
1906,31,cotton,80.53965818,113.0,41.0,20.0,96.32600992,5.5,7.256877571,25.0017188,test 1
1907,30,cotton,81.30681027,121.0,45.0,22.0,64.23026638,6.5,6.443785385,22.45942937,test 1
1908,25,cotton,79.29573149,121.0,47.0,16.0,72.49800885,4.0,7.723240151,23.60564038,test 1
1909,27,cotton,79.12404171,129.0,60.0,22.0,71.94608134,6.0,5.947448589,24.58453146,test 1
1910,28,cotton,83.55546146,107.0,45.0,25.0,71.84080724,5.0,7.227745516,23.0865933,test 1
1911,31,cotton,83.63488952,122.0,59.0,18.0,79.81328183,5.5,6.219469084,23.5000992,test 1
1912,32,cotton,75.88298598,140.0,38.0,15.0,69.91563467,5.5,6.021439523,24.1472953,test 1
1913,33,cotton,84.84422454,102.0,49.0,21.0,89.799462,5.5,6.253343655,24.69315538,test 1
1914,36,cotton,84.44932014,111.0,40.0,25.0,90.94342484,5.5,6.187455799,24.484692,test 1
1915,39,cotton,82.24415809,131.0,35.0,18.0,64.02949379,5.5,7.057693366,24.49112609,test 1
1916,7,cotton,81.73049149,135.0,43.0,16.0,86.76287924,5.5,6.720449769,23.47986888,test 1
1917,6,cotton,76.04203958,100.0,46.0,18.0,69.08056728,5.5,6.431689506,24.18586246,test 1
1918,44,cotton,78.17952126,123.0,39.0,24.0,86.06411872,5.5,7.453106264,25.00755095,test 1
1919,42,cotton,77.0543546,117.0,56.0,15.0,89.1188212,5.5,7.368258226,25.99237426,test 1
1920,43,cotton,81.69105088,121.0,36.0,24.0,99.36898373,5.5,7.352401887,23.66457347,test 1
1921,44,cotton,81.38103349,101.0,58.0,18.0,78.59595817,5.0,6.652143699,25.66891439,test 1
1922,42,cotton,84.62978302,107.0,42.0,24.0,86.00758678,5.5,6.144631795,22.04612876,test 1
1923,33,cotton,84.55794703,100.0,41.0,22.0,93.46595573,5.5,7.318802162,22.4204752,test 1
1924,32,cotton,82.21276599,125.0,39.0,21.0,95.0191318,6.5,7.954629324,25.03149561,test 1
1925,35,cotton,77.21705554,105.0,60.0,23.0,87.54004943,5.0,6.207652157,23.53371386,test 1
1926,31,cotton,82.5993307,102.0,46.0,19.0,81.49543437,4.0,6.631005298,22.77076388,test 1
1927,30,cotton,79.9751579,131.0,49.0,22.0,67.05961949,5.5,7.306918817,25.49848236,test 1
1928,25,cotton,83.4630147,139.0,35.0,15.0,86.55517751,5.5,5.898293044,25.248679,test 1
1929,27,cotton,77.51235009,108.0,36.0,19.0,64.61444234,6.5,7.238566893,22.78249615,test 1
1930,28,cotton,77.43198948,118.0,45.0,23.0,71.67870701,4.0,7.977651226,23.37044424,test 1
1931,31,cotton,78.22080815,107.0,51.0,22.0,79.56866268,6.0,5.983075895,24.86560781,test 1
1932,32,cotton,84.51591287,125.0,60.0,17.0,80.36146974,5.0,6.785723961,24.14386157,test 1
1933,33,cotton,79.04368718,113.0,37.0,20.0,97.10087029,5.5,7.393441155,25.03300222,test 1
1934,36,cotton,84.47601498,131.0,52.0,16.0,88.54479121,5.5,6.486068274,23.65724079,test 1
